ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
365,18.476941,77.386998,6.0,-43.3,5.97,2.61,Negativno,Ne
366,18.466584,77.397558,13.7,-25.4,6.76,1.42,Pozitivno,Ne
367,18.482354,77.388029,3.5,-70.1,7.75,5.15,Negativno,Ne
368,18.474668,77.391436,8.1,-43.1,6.77,2.82,Negativno,Ne
369,18.483971,77.390345,9.5,-62.0,6.8,1.48,Negativno,Ne
370,18.479046,77.394255,1.4,-64.7,6.73,3.59,Negativno,Ne
371,18.472788,77.405351,11.7,-17.6,7.15,8.403531053577124,Pozitivno,Da
372,18.47501,77.371633,5.7,-53.5,7.19,5.06,Negativno,Ne
373,18.458415,77.404816,7.0,-65.5,7.99,3.24,Negativno,Ne
374,18.477372,77.385532,0.9,-65.7,6.92,4.61,Negativno,Ne
375,18.481872,77.391132,6.4,-18.5,6.55,8.127775553032347,Pozitivno,Da
376,18.47951,77.401335,8.8,-29.6,6.94,0.26,Negativno,Ne
377,18.484041,77.373057,1.5,-55.1,6.78,2.64,Negativno,Ne
378,18.470534,77.374918,8.5,-57.3,7.45,4.5,Negativno,Ne
379,18.478816,77.392699,1.8,-45.8,6.84,0.72,Negativno,Ne
380,18.473832,77.385514,8.9,-21.2,6.56,3.78,Negativno,Ne
381,18.474597,77.393663,3.7,-41.5,7.22,4.71,Negativno,Ne
382,18.478664,77.385831,13.5,-33.0,7.5,2.41,Pozitivno,Ne
383,18.46999,77.387911,1.9,-59.2,7.49,1.09,Negativno,Ne
384,18.478502,77.403293,5.7,-45.6,7.02,1.08,Negativno,Ne
385,18.480145,77.383995,1.8,-45.2,6.68,2.63,Negativno,Ne
386,18.471843,77.399333,10.1,-61.3,6.49,0.67,Negativno,Ne
387,18.457962,77.381079,3.9,-60.5,7.14,4.49,Negativno,Ne
388,18.473279,77.402719,7.6,-43.9,7.0,5.69,Negativno,Da
389,18.498129,77.382827,9.9,-55.5,7.35,3.03,Negativno,Ne
390,18.480311,77.392935,3.8,-55.7,7.08,2.77,Negativno,Ne
391,18.472493,77.398667,1.4,-30.4,7.01,4.75,Negativno,Ne
392,18.496821,77.395537,10.0,-46.6,7.31,5.14,Negativno,Ne
393,18.467328,77.398355,1.7,-54.2,6.4,1.06,Negativno,Ne
394,18.46752,77.394754,5.8,-46.5,7.08,0.43,Negativno,Ne
395,18.483981,77.385805,6.5,-56.4,7.73,2.21,Pozitivno,Ne
396,18.487234,77.394376,10.1,-38.1,6.87,2.95,Negativno,Ne
397,18.474847,77.396023,14.7,-61.0,7.09,2.92,Negativno,Ne
398,18.478364,77.41913,4.4,-45.1,6.53,4.87,Negativno,Ne
399,18.485353,77.384405,8.7,-64.4,6.63,0.71,Negativno,Da
400,18.466112,77.399811,0.5,-60.9,6.62,5.49,Negativno,Ne
401,18.482776,77.390993,5.5,-5.6,7.72,8.827775553032348,Pozitivno,Da
402,18.493671,77.383689,11.4,-45.9,8.13,1.43,Negativno,Ne
403,18.481101,77.387329,0.3,-59.9,6.52,3.15,Negativno,Ne
404,18.4801,77.384878,5.4,-36.2,7.35,3.37,Negativno,Ne
405,18.478869,77.384181,0.5,-30.6,7.3,1.03,Negativno,Ne
406,18.493356,77.387237,6.9,-53.9,6.55,1.2,Negativno,Da
407,18.482099,77.403109,7.7,-49.0,6.15,4.06,Negativno,Ne
408,18.476837,77.390214,7.9,-70.1,6.94,0.5,Negativno,Ne
409,18.474524,77.388328,10.0,-33.1,6.48,5.56,Negativno,Ne
410,18.470352,77.385686,5.6,-65.3,6.86,5.39,Pozitivno,Ne
411,18.488484,77.378156,0.9,-47.0,7.6,2.52,Negativno,Ne
412,18.481189,77.393614,3.8,-42.2,6.64,2.85,Negativno,Ne
413,18.486258,77.399713,4.0,-73.6,7.76,1.32,Negativno,Ne
414,18.467221,77.380203,12.6,-56.6,6.81,5.31,Negativno,Ne
415,18.473828,77.385993,1.9,-74.1,7.18,5.01,Negativno,Ne
416,18.476035,77.380418,14.9,-71.6,7.47,4.46,Negativno,Ne
417,18.478554,77.373764,13.5,-47.8,6.92,0.25,Negativno,Ne
418,18.496821,77.382181,14.9,-43.2,6.63,3.9,Negativno,Ne
419,18.47303,77.380833,5.9,-63.0,6.33,0.44,Negativno,Da
420,18.482932,77.381483,9.2,-58.1,7.04,0.24,Negativno,Ne
421,18.481061,77.394947,11.7,-55.2,6.7,3.27,Negativno,Ne
422,18.483506,77.394662,3.5,-54.7,6.8,0.58,Negativno,Ne
423,18.467795,77.389186,1.2,-71.9,6.41,2.26,Negativno,Ne
424,18.479426,77.383208,0.4,-38.1,6.63,2.58,Pozitivno,Ne
425,18.478951,77.376277,0.7,-39.0,6.96,0.27,Pozitivno,Ne
426,18.486967,77.377039,10.4,-16.2,7.71,2.45,Negativno,Ne
427,18.4799,77.401859,3.3,-49.5,7.02,1.31,Negativno,Ne
428,18.476263,77.406048,0.5,-47.7,6.96,4.4,Negativno,Ne
429,18.477715,77.384195,4.0,-38.3,6.34,0.73,Negativno,Ne
430,18.466704,77.395279,13.2,-64.8,6.92,4.69,Negativno,Ne
431,18.495779,77.393423,2.4,-64.9,8.02,5.44,Negativno,Ne
432,18.462965,77.399917,0.5,-43.9,7.19,3.24,Negativno,Da
433,18.466315,77.39669,6.8,-14.4,6.97,1.47,Negativno,Ne
434,18.473168,77.395825,2.5,-7.1,7.14,6.156213876965043,Pozitivno,Da
435,18.467372,77.389103,8.6,-58.1,6.51,4.64,Negativno,Ne
436,18.487619,77.372302,0.2,-60.8,6.97,2.52,Pozitivno,Ne
437,18.470457,77.406434,3.2,-16.5,7.59,7.083531053577125,Pozitivno,Da
438,18.470404,77.387399,8.2,-62.0,7.08,4.09,Negativno,Ne
439,18.478976,77.407332,4.4,-36.0,6.19,2.67,Negativno,Ne
440,18.490124,77.383007,5.2,-45.3,6.98,3.41,Negativno,Da
441,18.484521,77.389723,11.7,-46.7,6.91,1.5,Negativno,Ne
442,18.472003,77.379693,8.9,-51.7,7.42,0.21,Negativno,Ne
443,18.477619,77.384936,6.8,-40.4,7.2,5.39,Negativno,Ne
444,18.481818,77.383365,0.5,-73.8,7.53,4.47,Negativno,Ne
445,18.468903,77.404245,6.7,-35.4,7.51,3.14,Negativno,Ne
446,18.477241,77.395078,8.4,-58.0,6.95,2.97,Negativno,Ne
447,18.485078,77.389423,11.0,-33.0,7.38,5.05,Pozitivno,Ne
448,18.480471,77.375829,8.8,-1.1,8.03,4.21,Negativno,Da
449,18.501062,77.389407,9.8,-35.8,6.59,5.35,Negativno,Ne
450,18.475782,77.397253,11.2,-57.9,7.88,5.45,Negativno,Ne
451,18.481598,77.388059,14.3,-57.0,6.55,4.63,Negativno,Ne
452,18.480347,77.391706,0.7,-41.1,6.6,4.81,Negativno,Ne
453,18.474582,77.384717,9.5,-49.2,6.72,5.42,Negativno,Da
454,18.479749,77.39466,4.8,-30.7,6.79,5.51,Negativno,Ne
455,18.480083,77.381807,10.9,-66.8,6.43,3.55,Negativno,Ne
456,18.466773,77.39448,8.7,-34.6,7.77,2.33,Negativno,Ne
457,18.480545,77.375782,8.1,-68.9,7.61,1.73,Negativno,Ne
458,18.468082,77.381333,4.5,-46.8,7.64,5.6,Negativno,Ne
459,18.467915,77.395845,8.0,-60.0,7.51,1.37,Pozitivno,Ne
460,18.480823,77.37835,9.3,-43.4,7.19,5.11,Pozitivno,Ne
461,18.467907,77.363875,8.3,-35.7,7.25,3.03,Negativno,Ne
462,18.477139,77.390877,4.1,-37.6,7.08,5.15,Negativno,Ne
463,18.489524,77.389818,14.3,-70.4,6.24,1.23,Negativno,Ne
464,18.486334,77.399062,3.3,-27.3,6.37,4.77,Negativno,Ne
465,18.482852,77.38792,9.9,-38.9,7.19,0.14,Negativno,Ne
466,18.461615,77.380878,0.4,-44.9,6.15,5.43,Negativno,Ne
467,18.489277,77.390575,3.6,-39.2,6.94,4.29,Negativno,Ne
468,18.491617,77.392497,3.0,-44.4,6.93,4.19,Negativno,Ne
469,18.485048,77.372736,1.6,-65.2,6.31,3.49,Negativno,Ne
470,18.478194,77.376679,4.4,-52.8,7.32,5.66,Negativno,Ne
471,18.484818,77.379691,8.3,-44.4,8.22,4.11,Negativno,Ne
472,18.48574,77.400302,11.6,-59.4,8.05,3.87,Negativno,Ne
473,18.493445,77.37915,9.7,-57.1,6.47,4.71,Negativno,Ne
474,18.497001,77.392796,1.8,-27.6,6.39,4.84,Negativno,Ne
475,18.485522,77.382922,3.2,-34.5,7.08,3.82,Negativno,Ne
476,18.468124,77.369553,13.7,-54.0,7.76,0.81,Negativno,Ne
477,18.487415,77.370181,11.4,-47.4,6.0,3.76,Negativno,Da
478,18.489948,77.393269,1.4,-38.4,7.77,2.94,Negativno,Ne
479,18.482601,77.375774,2.9,-32.5,7.74,5.74,Negativno,Ne
480,18.474616,77.398728,10.1,-47.3,6.2,0.19,Negativno,Ne
481,18.478866,77.383635,11.7,-39.3,6.67,1.32,Negativno,Ne
482,18.490088,77.404486,14.4,-49.2,6.55,5.41,Negativno,Ne
483,18.485798,77.393824,13.9,-60.2,6.81,2.22,Negativno,Ne
484,18.470352,77.387932,14.7,-46.4,6.97,2.48,Negativno,Ne
485,18.483397,77.396321,3.4,-48.7,6.9,0.13,Negativno,Ne
486,18.484983,77.401867,0.1,-40.7,7.36,1.11,Negativno,Ne
487,18.469252,77.390856,2.0,-35.7,6.33,1.51,Negativno,Ne
488,18.487325,77.375818,6.7,-71.8,6.69,0.23,Negativno,Ne
489,18.483629,77.384072,9.2,-49.5,6.84,3.09,Negativno,Ne
490,18.487682,77.382555,8.4,-48.4,6.96,1.07,Negativno,Ne
491,18.46427,77.387665,3.2,-48.2,7.46,1.98,Negativno,Ne
492,18.478675,77.391557,9.2,-58.4,7.12,2.49,Negativno,Ne
493,18.483631,77.397947,9.5,-74.9,6.51,3.67,Negativno,Ne
494,18.482843,77.377836,13.0,-37.3,7.27,4.98,Negativno,Ne
495,18.447603,77.385439,13.1,-71.6,6.58,4.59,Negativno,Ne
497,18.463112,77.38038,14.8,-53.1,7.48,2.81,Negativno,Da
498,18.503044,77.395556,6.9,-56.7,7.25,1.4,Negativno,Ne
499,18.476053,77.385635,9.2,-30.3,7.6,2.07,Negativno,Ne
500,18.472038,77.407625,12.5,-57.9,6.89,4.43,Negativno,Ne
501,18.479748,77.395019,0.8,-38.5,7.34,3.25,Negativno,Ne
502,18.46952,77.373395,8.1,-69.5,7.51,0.72,Negativno,Ne
503,18.471635,77.385734,10.1,-50.5,7.29,5.58,Negativno,Ne
504,18.470697,77.401703,2.9,-58.0,7.29,1.69,Negativno,Ne
505,18.49569,77.38778,10.0,-33.0,6.26,0.94,Negativno,Ne
506,18.470348,77.388391,10.5,-55.1,6.93,4.39,Negativno,Ne
507,18.498419,77.387016,2.6,-28.5,7.28,2.24,Negativno,Ne
508,18.481508,77.385814,9.3,-28.8,6.76,3.15,Negativno,Ne
509,18.478463,77.396725,8.2,-69.9,7.35,2.83,Negativno,Ne
510,18.480142,77.384894,7.2,-58.3,7.39,1.26,Negativno,Ne
511,18.494371,77.390863,3.3,-35.9,6.64,1.47,Negativno,Ne
512,18.476831,77.396848,5.6,-66.4,7.28,4.38,Negativno,Ne
513,18.484016,77.390282,2.9,-25.3,6.89,4.32,Negativno,Ne
514,18.494943,77.399959,11.4,-53.5,7.24,1.79,Negativno,Ne
515,18.489331,77.375239,6.1,-59.6,6.9,0.84,Negativno,Da
516,18.471696,77.383753,11.2,-59.5,7.93,0.96,Negativno,Da
517,18.479003,77.406641,10.0,-40.4,6.27,1.12,Negativno,Ne
518,18.476892,77.39522,14.8,-24.0,6.83,2.7,Negativno,Ne
519,18.457876,77.402164,10.8,-64.8,7.55,1.55,Negativno,Ne
520,18.470624,77.393281,3.5,-53.4,6.61,5.93,Negativno,Ne
521,18.485577,77.37641,13.8,-53.6,7.47,5.56,Negativno,Ne
522,18.465887,77.397106,4.6,-69.9,6.33,0.2,Negativno,Ne
523,18.491195,77.382553,11.8,-63.7,7.81,2.5,Negativno,Ne
524,18.466449,77.359215,10.4,-43.5,7.3,3.57,Negativno,Ne
525,18.504667,77.383068,12.4,-43.9,7.33,0.75,Negativno,Ne
526,18.462781,77.394945,9.7,-29.1,7.16,4.84,Negativno,Ne
527,18.476385,77.395207,3.1,-48.2,6.41,1.85,Negativno,Ne
528,18.470162,77.390046,2.7,-70.1,6.95,0.61,Negativno,Ne
529,18.481818,77.388216,10.9,-65.7,7.73,1.15,Negativno,Ne
530,18.478073,77.405305,10.8,-44.3,6.6,3.7,Negativno,Ne
531,18.465055,77.388987,7.7,-41.0,7.03,2.08,Negativno,Ne
532,18.474938,77.392255,1.6,-84.0,8.42,1.05,Negativno,Ne
533,18.482321,77.374214,11.0,-52.1,6.59,3.93,Negativno,Ne
534,18.473956,77.383328,7.3,-59.4,7.31,3.24,Negativno,Ne
535,18.477656,77.404308,3.6,-41.2,6.35,4.76,Negativno,Ne
536,18.488908,77.394067,12.2,-39.8,7.38,4.92,Negativno,Ne
537,18.491033,77.374728,13.9,-37.8,7.6,0.94,Negativno,Ne
538,18.474555,77.397508,12.3,-65.4,6.29,3.0,Negativno,Ne
539,18.485656,77.376265,11.4,-65.9,7.61,0.49,Negativno,Ne
540,18.479321,77.394923,2.2,-51.0,6.86,2.74,Negativno,Ne
541,18.47555,77.371029,9.2,-29.6,7.74,3.33,Negativno,Ne
542,18.485578,77.390173,6.0,-43.8,7.01,2.53,Negativno,Ne
543,18.48258,77.405163,6.3,-53.9,8.14,5.85,Negativno,Ne
544,18.477862,77.388537,4.1,-48.7,6.53,0.16,Negativno,Ne
545,18.477178,77.400552,9.1,-47.4,7.01,0.47,Negativno,Ne
546,18.470911,77.370981,9.7,-60.4,7.22,2.51,Negativno,Ne
547,18.470628,77.384227,13.9,-75.1,6.52,0.22,Negativno,Ne
548,18.467257,77.389056,5.8,-63.0,7.66,2.34,Negativno,Ne
549,18.493432,77.393465,12.0,-45.1,6.79,4.02,Negativno,Ne
550,18.48119,77.37988,5.5,-33.7,6.93,3.28,Negativno,Ne
551,18.476545,77.385633,1.4,-45.7,7.51,5.44,Negativno,Ne
552,18.489561,77.372077,1.3,-30.4,6.95,0.58,Negativno,Ne
553,18.479779,77.380819,5.9,-47.0,6.85,1.82,Negativno,Ne
554,18.490534,77.367615,4.9,-64.6,7.79,3.48,Negativno,Ne
555,18.483549,77.389922,8.2,-76.4,6.84,4.8,Negativno,Ne
556,18.484326,77.386686,2.0,-35.2,6.94,0.82,Pozitivno,Ne
557,18.477482,77.391294,12.2,-65.9,6.49,5.85,Negativno,Ne
558,18.477749,77.413443,2.8,-40.8,8.12,5.89,Negativno,Ne
559,18.480927,77.399788,13.0,-41.9,7.42,3.77,Negativno,Ne
560,18.495983,77.382413,7.8,-52.0,7.18,4.69,Negativno,Ne
561,18.464874,77.391896,11.3,-43.5,7.02,5.88,Negativno,Ne
562,18.473582,77.392304,12.1,-58.2,6.67,2.69,Negativno,Da
563,18.472581,77.3755,13.3,-51.8,7.57,3.84,Negativno,Ne
564,18.47284,77.397844,11.1,-14.7,6.66,4.076213876965043,Pozitivno,Da
565,18.459383,77.392064,5.0,-35.8,6.98,5.64,Negativno,Ne
566,18.484468,77.400677,14.0,-47.0,7.29,4.17,Pozitivno,Ne
567,18.485992,77.377962,7.1,-83.2,6.74,3.75,Negativno,Ne
568,18.491774,77.378084,11.1,-64.8,7.09,5.08,Negativno,Ne
569,18.48418,77.398173,3.1,-50.5,7.11,1.73,Negativno,Ne
570,18.463261,77.393066,11.4,-52.7,7.69,1.51,Negativno,Ne
571,18.476955,77.391503,9.3,-53.5,6.68,4.25,Negativno,Ne
572,18.480919,77.403029,7.8,-38.2,7.04,4.76,Negativno,Ne
573,18.492618,77.414698,1.2,-61.8,6.68,5.87,Negativno,Ne
574,18.490052,77.394112,4.6,-30.4,7.27,3.98,Negativno,Ne
575,18.47693,77.374293,4.5,-43.2,6.45,1.49,Negativno,Ne
576,18.47777,77.380354,0.8,-71.6,5.7,1.34,Negativno,Ne
577,18.489964,77.391558,11.3,-33.8,7.26,4.05,Negativno,Ne
578,18.479514,77.404797,13.0,-54.9,7.35,2.73,Negativno,Ne
579,18.482237,77.380889,5.1,-34.6,6.96,5.22,Negativno,Ne
580,18.488105,77.406221,1.0,-53.7,6.75,3.41,Negativno,Ne
581,18.496662,77.382435,2.6,-45.8,6.59,4.31,Negativno,Ne
582,18.498041,77.385016,6.9,-47.9,6.76,2.22,Pozitivno,Ne
583,18.480801,77.388595,4.6,-36.0,6.43,5.36,Negativno,Ne
584,18.47296,77.38082,6.5,-39.7,6.98,1.73,Negativno,Ne
585,18.47986,77.388417,1.9,-52.0,6.22,2.0,Negativno,Ne
586,18.467648,77.382775,6.6,-37.0,6.78,3.27,Negativno,Da
587,18.484657,77.379776,6.4,-40.6,6.93,3.51,Negativno,Ne
588,18.461031,77.419772,11.6,-27.3,7.25,1.52,Negativno,Ne
589,18.488113,77.398876,14.9,-55.9,7.38,1.77,Pozitivno,Ne
590,18.476806,77.394019,8.1,-59.8,6.4,3.64,Negativno,Ne
591,18.469162,77.391622,6.4,-50.6,6.56,5.24,Negativno,Ne
592,18.492249,77.382796,4.5,-69.4,7.03,5.95,Negativno,Ne
593,18.493218,77.386935,2.4,-73.1,7.18,5.61,Negativno,Ne
594,18.470589,77.39225,4.0,-55.2,6.37,5.31,Negativno,Ne
595,18.473807,77.398533,6.6,-77.9,8.02,1.52,Negativno,Ne
596,18.493796,77.389574,6.9,-20.3,6.65,2.36,Negativno,Ne
597,18.491815,77.375645,12.3,-60.5,6.37,4.89,Negativno,Ne
598,18.472695,77.390428,5.3,-41.8,6.88,3.18,Negativno,Ne
599,18.484703,77.395529,7.8,-58.4,7.1,1.59,Negativno,Ne
600,18.453779,77.3879,5.8,-52.3,7.58,3.22,Negativno,Ne
601,18.4773,77.411512,10.7,-20.2,6.13,0.71,Negativno,Ne
602,18.493503,77.385682,3.4,-45.0,7.81,1.8,Negativno,Ne
603,18.478779,77.385461,4.5,-44.4,6.77,5.66,Negativno,Ne
604,18.472917,77.401867,7.9,-84.4,6.45,5.92,Negativno,Ne
605,18.49744,77.395553,9.6,-48.7,7.4,2.69,Negativno,Ne
606,18.513383,77.409873,11.5,-84.6,7.05,4.09,Negativno,Ne
607,18.486449,77.38309,6.9,-66.4,6.54,1.57,Negativno,Ne
608,18.471502,77.379085,14.0,-64.5,6.31,0.57,Negativno,Ne
609,18.466124,77.383777,0.2,-61.1,6.81,0.23,Negativno,Ne
610,18.479526,77.379516,6.5,-30.7,7.01,4.63,Negativno,Ne
611,18.474576,77.400288,8.6,-35.4,6.38,3.25,Negativno,Ne
612,18.489725,77.396221,8.8,-60.0,6.42,4.85,Pozitivno,Ne
613,18.460419,77.402521,5.6,-64.3,6.97,0.7,Negativno,Ne
614,18.491385,77.357551,12.5,-51.5,6.87,3.35,Negativno,Ne
615,18.495126,77.383602,3.6,-57.5,7.18,5.51,Negativno,Ne
616,18.483054,77.387985,0.4,-18.8,6.62,1.22,Negativno,Ne
617,18.454594,77.38891,0.3,-45.2,6.43,4.64,Negativno,Ne
618,18.498211,77.395814,8.0,-47.6,7.32,1.97,Negativno,Ne
619,18.496326,77.38349,3.6,-50.7,6.89,4.08,Negativno,Ne
620,18.472616,77.39606,10.2,-15.6,5.85,8.876213876965043,Pozitivno,Da
621,18.485525,77.389625,15.0,-38.8,7.35,1.11,Negativno,Ne
622,18.476735,77.372174,10.6,-62.9,7.06,3.15,Negativno,Ne
623,18.475528,77.383461,7.2,-76.2,7.83,3.67,Negativno,Ne
624,18.468244,77.390284,5.1,-19.6,6.15,3.5,Negativno,Ne
625,18.48479,77.402533,6.1,-50.3,6.78,4.29,Negativno,Da
626,18.481993,77.395119,14.8,-43.2,6.83,3.55,Negativno,Ne
627,18.482565,77.40051,14.5,-35.6,7.11,1.56,Negativno,Ne
628,18.489362,77.384729,12.7,-33.8,7.54,3.45,Negativno,Ne
629,18.476845,77.375203,14.0,-73.6,6.51,0.33,Negativno,Ne
630,18.474327,77.382902,10.1,-39.0,7.27,1.53,Negativno,Ne
631,18.488322,77.388978,2.4,-41.8,6.6,5.91,Negativno,Ne
632,18.472325,77.37842,10.6,-42.9,7.54,1.04,Negativno,Ne
633,18.475939,77.399004,8.3,-56.4,7.79,1.25,Negativno,Ne
634,18.488454,77.399011,6.6,-70.0,7.0,1.71,Negativno,Ne
635,18.477361,77.38423,4.1,-63.4,7.02,0.76,Negativno,Ne
636,18.479075,77.391811,4.1,-43.0,7.99,3.54,Negativno,Ne
637,18.493514,77.393914,6.4,-59.3,6.78,3.49,Negativno,Ne
638,18.4853,77.407501,9.0,-59.7,7.4,5.25,Negativno,Ne
639,18.483281,77.384123,9.2,-78.1,7.42,1.87,Negativno,Ne
640,18.471815,77.39075,8.9,-53.3,6.93,1.86,Negativno,Ne
641,18.465212,77.384789,11.1,-45.1,7.05,3.43,Negativno,Ne
642,18.505597,77.395069,6.1,-38.5,7.45,5.95,Negativno,Ne
643,18.470851,77.3929,13.7,-72.4,7.54,1.5,Negativno,Ne
644,18.497638,77.393963,5.7,-34.1,7.0,3.22,Negativno,Ne
645,18.477924,77.390545,4.6,-44.7,7.2,3.59,Negativno,Ne
646,18.472263,77.37653,0.8,-62.1,7.02,4.21,Negativno,Ne
647,18.500622,77.388121,7.8,-55.9,7.69,2.47,Negativno,Ne
648,18.478836,77.390947,10.3,-29.0,7.46,0.12,Negativno,Ne
649,18.496846,77.386415,1.6,-53.1,7.76,0.69,Negativno,Ne
650,18.476078,77.396054,0.4,-50.8,6.9,4.94,Negativno,Ne
651,18.487183,77.384342,8.7,-47.5,6.14,3.5,Negativno,Ne
652,18.478415,77.382041,9.8,-11.7,7.0,5.77,Negativno,Da
653,18.467347,77.381839,0.5,-76.7,6.46,3.02,Negativno,Ne
654,18.481198,77.396019,14.1,-38.5,7.27,2.18,Negativno,Ne
655,18.477114,77.386919,2.5,-45.4,6.98,4.99,Negativno,Ne
656,18.482335,77.392317,4.4,-5.2,7.26,4.017775553032347,Pozitivno,Da
657,18.486702,77.396136,9.1,-49.9,7.5,1.72,Negativno,Ne
658,18.469726,77.394633,11.3,-57.3,7.04,3.05,Negativno,Ne
659,18.476067,77.391112,13.8,-40.8,6.59,0.36,Negativno,Ne
660,18.478275,77.411695,7.4,-45.0,6.4,0.74,Negativno,Ne
661,18.477266,77.3956,0.6,-51.9,6.38,2.13,Negativno,Ne
662,18.49147,77.383526,13.6,-32.2,6.02,3.54,Negativno,Ne
663,18.471523,77.382359,9.9,-44.3,7.08,1.98,Negativno,Ne
664,18.504164,77.389012,0.4,-71.9,7.19,4.42,Pozitivno,Ne
665,18.485399,77.391274,13.3,-40.6,7.36,3.55,Negativno,Ne
666,18.495703,77.399394,7.8,-47.6,6.52,5.11,Negativno,Ne
667,18.486527,77.394876,3.8,-40.2,6.92,2.69,Negativno,Ne
668,18.478716,77.399462,1.0,-87.8,7.4,3.84,Negativno,Ne
669,18.476503,77.374911,0.5,-57.4,7.01,5.8,Negativno,Ne
670,18.473866,77.382432,3.7,-50.6,6.79,3.99,Negativno,Ne
671,18.473546,77.399775,14.7,-57.2,7.04,2.44,Negativno,Ne
672,18.462569,77.382546,0.8,-41.9,6.6,0.71,Negativno,Da
673,18.465502,77.375292,7.2,-68.8,6.09,0.47,Negativno,Ne
674,18.480969,77.386959,1.7,-63.3,7.26,3.65,Negativno,Ne
675,18.476632,77.387998,6.0,-39.4,6.85,0.6,Negativno,Ne
676,18.469716,77.381748,11.3,-45.5,7.2,5.38,Negativno,Ne
677,18.482993,77.375936,6.5,-50.3,6.96,1.56,Negativno,Ne
678,18.487979,77.40249,10.1,-54.7,8.05,5.57,Negativno,Ne
679,18.488334,77.381454,1.4,-57.8,7.58,2.01,Pozitivno,Ne
680,18.493485,77.368858,4.1,-59.3,7.16,5.17,Negativno,Ne
681,18.476386,77.392069,1.9,-51.9,6.41,5.51,Negativno,Ne
682,18.474883,77.386057,5.7,-37.2,7.7,0.61,Negativno,Ne
683,18.487664,77.388479,5.4,-64.2,6.96,5.2,Negativno,Ne
684,18.479636,77.397964,4.5,-34.7,6.82,1.5,Negativno,Ne
685,18.480602,77.392118,14.7,-16.6,7.33,9.137775553032348,Pozitivno,Da
686,18.485247,77.398746,2.1,-47.3,6.18,5.08,Negativno,Ne
687,18.477913,77.406369,0.9,-66.3,6.23,4.6,Pozitivno,Ne
688,18.476607,77.403249,4.9,-48.7,7.39,3.83,Pozitivno,Ne
689,18.485221,77.386789,12.0,-58.7,6.61,3.76,Negativno,Ne
690,18.482932,77.389262,5.0,-48.6,6.48,5.66,Negativno,Ne
691,18.486235,77.406902,9.6,-46.9,7.48,2.64,Negativno,Ne
692,18.487035,77.393043,1.4,-25.2,6.7,0.92,Negativno,Ne
693,18.484877,77.391085,11.2,-27.5,7.37,5.48,Negativno,Ne
694,18.480385,77.389899,2.6,-30.2,6.42,2.78,Negativno,Ne
695,18.487855,77.384216,2.6,-56.3,7.35,3.77,Negativno,Ne
696,18.490524,77.38398,5.6,-46.4,6.84,1.2,Negativno,Ne
697,18.483472,77.373376,11.2,-19.8,5.98,5.18,Negativno,Da
698,18.495804,77.392866,7.7,-57.4,6.57,1.71,Negativno,Ne
699,18.483251,77.380171,11.1,-65.0,6.98,4.02,Negativno,Ne
700,18.466607,77.37604,1.5,-56.0,6.65,5.88,Negativno,Ne
701,18.481304,77.402158,11.7,-72.9,7.55,1.46,Pozitivno,Da
702,18.455964,77.404462,1.0,-33.1,7.58,5.98,Negativno,Ne
703,18.476738,77.391821,12.8,-68.8,6.26,5.16,Negativno,Ne
704,18.475697,77.383074,4.2,-22.1,6.28,2.72,Negativno,Ne
705,18.471913,77.396321,9.1,-9.3,7.68,4.366213876965043,Pozitivno,Da
706,18.484509,77.386348,3.8,-78.3,7.2,1.29,Negativno,Ne
707,18.488471,77.388269,7.7,-28.8,7.0,5.97,Negativno,Ne
708,18.486389,77.406343,0.6,-51.0,7.22,3.53,Negativno,Ne
709,18.467339,77.385766,5.0,-50.1,5.97,2.36,Negativno,Ne
710,18.483763,77.394154,8.2,-39.7,6.81,2.26,Negativno,Ne
711,18.487629,77.388334,11.5,-47.3,6.74,2.84,Negativno,Ne
712,18.482147,77.380842,8.7,-45.5,6.01,5.75,Negativno,Ne
713,18.481597,77.379554,6.4,-80.9,7.1,4.52,Negativno,Ne
714,18.467362,77.38481,8.9,-47.1,6.63,5.6,Negativno,Ne
715,18.467473,77.382614,11.4,-53.5,6.49,0.74,Negativno,Ne
716,18.489011,77.384959,5.6,-5.1,7.34,1.51,Negativno,Ne
717,18.478692,77.404538,2.7,-35.8,7.29,4.36,Negativno,Ne
718,18.475441,77.389593,4.3,-48.8,6.71,0.38,Negativno,Ne
719,18.473866,77.407351,2.5,-56.7,8.09,5.5,Pozitivno,Ne
720,18.486473,77.385945,0.7,-56.8,6.8,4.34,Negativno,Ne
721,18.495361,77.401386,8.8,-66.8,7.33,1.66,Pozitivno,Ne
722,18.480293,77.380357,13.7,-69.9,7.62,0.28,Negativno,Ne
723,18.494332,77.406402,12.8,-48.3,6.69,3.36,Negativno,Ne
724,18.491616,77.391303,8.9,-39.1,5.47,4.42,Negativno,Ne
725,18.494137,77.402213,0.4,-34.6,7.46,2.29,Negativno,Ne
726,18.480385,77.382196,12.9,-37.2,6.17,1.0,Negativno,Ne
727,18.474693,77.393833,0.3,-38.3,6.85,3.32,Negativno,Ne
728,18.475279,77.392353,0.5,-50.9,6.83,5.1,Negativno,Ne
729,18.494262,77.378486,3.1,-61.3,7.13,0.34,Negativno,Ne
